"clues","entresidencia","munresidencia","sum"
"PLSSA015551",13,13,20
"TSSSA002793",28,24,1
"SPSSA000945",15,58,1
"ZSSSA013172",15,106,4
"MCSSA018610",4,8,1
"MSSSA002385",21,188,322
"TSSSA001562",26,999,1
"NLSSA004046",24,17,7
"DFSSA003944",15,16,4
"TLSSA001376",9,4,3
"DFSSA004002",31,999,1
"OCSSA019873",20,124,103
"PLSSA015551",21,13,1
"VZSSA001150",9,13,1
"ZSSSA000152",25,25,10
"ZSSSA000152",2,5,1
"QTSSA001052",13,999,5
"TLSSA017831",29,58,1
"CSSSA000453",2,4,3
"MSSSA000961",9,16,1
"GTSSA017525",11,17,9
"VZSSA004860",30,165,5
"SPSSA001102",32,16,1
"PLSSA005734",21,217,440
"HGSSA015532",11,11,9
"JCSSA001326",5,30,1
"TLSSA001376",15,92,1
"DFSSA003990",21,999,2
"MCSSA001636",16,24,1
"VZSSA015801",30,166,3
"DFSSA000053",9,4,23
"MSSSA000466",15,88,2
"CSSSA006403",7,69,1
"HGSSA000511",13,78,113
"JCSSA013506",15,109,1
"MSSSA000466",16,112,3
"MCSSA018750",23,999,2
"ZSSSA001016",32,24,5
"TCSSA016756",7,999,1
"TSSSA018514",13,27,1
"TCSSA004564",7,5,1398
"MCSSA018453",9,7,19
"GTSSA001215",16,69,1
"ASSSA000025",3,1,1
"VZSSA001150",3,999,1
"MCSSA008863",15,122,28
"OCSSA000524",20,562,1
"HGSSA002430",13,18,66
"ZSSSA001395",30,30,1
"TSSSA001562",16,999,1
"OCSSA001463",20,304,3
"JCSSA006890",14,36,7
"ZSSSA000152",15,75,1
"GTSSA002101",22,22,4
"SLSSA000024",14,39,9
"CLSSA002734",32,7,4
"PLSSA017021",9,6,2
"GTSSA017414",32,2,1
"DFSSA000053",8,8,1
"VZSSA004370",30,125,3
"OCSSA003406",20,482,1
"ASSSA000025",30,999,2
"MCSSA007982",27,999,1
"MNSSA016516",16,112,4
"HGSSA015520",28,28,5
"TCSSA001076",27,1,28
"JCSSA004230",14,120,1
"PLSSA016543",9,9,12
"DFSSA003990",20,67,1
"GTSSA017385",99,99,1
"JCSSA001401",15,57,1
"VZSSA007701",30,117,642
"OCSSA003406",20,42,1
"JCSSA007066",24,21,1
"PLSSA001575",15,15,5
"OCSSA016764",7,17,7
"JCSSA003250",6,9,1
"MSSSA002863",12,65,3
"MCSSA002872",15,85,11
"DFSSA000053",9,7,7
"MSSSA002863",17,29,1779
"SRSSA000055",12,999,1
"HGSSA015532",28,28,1
"SPSSA017313",9,999,2
"GTSSA004580",11,43,1
"PLSSA008425",21,114,10504
"JCSSA013815",11,17,4
"TCSSA004716",18,999,2
"BCSSA017590",21,5,2
"CLSSA000161",19,19,1
"SPSSA017313",21,76,1
"TSSSA001031",28,2,15
"MSSSA002863",15,119,1
"VZSSA002306",30,131,51
"TSSSA018514",30,102,1
"JCSSA013506",14,63,16
"TLSSA001142",23,3,1
"GRSSA008101",20,20,3
"JCSSA001326",14,96,33
"PLSSA008512",13,48,6
"YNSSA013423",31,11,6
"CSSSA000453",20,66,1
"OCSSA000121",20,177,9
"SLSSA000024",25,7,2056
"NLSSA014295",19,12,7
"QTSSA000475",15,85,1
"MNSSA016492",30,193,1
"TLSSA017925",21,136,132
"TCSSA001052",7,13,3
"JCSSA005584",18,1,1
"VZSSA002393",30,200,713
"TLSSA000261",21,45,1
"CLSSA002710",5,26,14
"OCSSA000343",20,158,1
"VZSSA006716",30,198,1
"MNSSA016521",14,56,8
"DFSSA003722",21,196,1
"ZSSSA013172",25,6,1
"ZSSSA012450",24,28,460
"OCSSA019873",20,318,2
"VZSSA006313",30,77,14
"ZSSSA013172",23,999,1
"JCSSA004930",14,120,23
"DFSSA000835",25,25,1
"QTSSA001740",20,114,1
"YNSSA013440",7,101,1
"PLSSA003646",28,38,1
"TCSSA001052",9,3,3
"SPSSA000752",29,33,1
"MSSSA000466",16,108,1
"OCSSA000985",20,357,2
"VZSSA010212",30,11,625
"CHSSA018012",8,37,21341
"GTSSA017530",15,999,4
"OCSSA002052",20,406,5
"TSSSA002431",30,95,1
"MCSSA006430",15,77,4
"VZSSA002970",30,130,2
"MSSSA002863",15,52,16
"TLSSA017645",12,66,2
"QRSSA001044",20,20,270
"DFSSA018166",15,108,4
"GTSSA002096",15,15,1
"MCSSA018750",14,68,1
"MNSSA016492",15,57,1
"DGSSA001574",25,14,1
"MSSSA000454",15,48,3
"PLSSA016806",21,76,1
"TLSSA000944",29,41,120
"OCSSA001463",20,153,3
"MCSSA018622",15,82,2
"DFSSA003961",15,26,1
"JCSSA001401",14,86,11
"GTSSA003233",12,38,1
"YNSSA013440",28,999,1
"MCSSA001636",15,94,19
"VZSSA015871",30,91,1
"CSSSA018764",7,47,12
"MCSSA018680",13,13,2
"GTSSA001652",21,101,11
"NTSSA000800",32,30,1
"DGSSA000116",28,999,1
"HGSSA002430",29,6,15
"GRSSA001813",12,10,1
"TSSSA018514",22,999,11
"DFSSA003956",25,11,1
"JCSSA001401",14,59,1
"PLSSA016811",24,28,1
"GRSSA004490",12,36,15
"VZSSA006045",9,15,1
"JCSSA005135",14,121,41
"PLSSA008641",21,76,7
"MNSSA000462",15,57,1
"CSSSA000045",9,2,3
"TLSSA000944",24,24,2
"CHSSA001603",8,17,3
"SPSSA001703",13,69,1
"DGSSA002315",10,35,1
"DFSSA003961",17,30,1
"QTSSA001052",28,28,7
"MSSSA002863",26,48,1
"MCSSA018622",15,83,1
"JCSSA003250",15,57,1
"PLSSA016806",21,154,3
"OCSSA016764",12,61,1
"ZSSSA001016",24,49,22
"MSSSA000466",20,25,1
"NTSSA001710",18,17,15362
"DFSSA018166",21,999,15
"GTSSA002101",21,21,1
"SPSSA001102",14,28,1
"PLSSA008512",21,1,10
"CSSSA007540",7,61,2
"CSSSA006403",7,87,14
"TSSSA002810",28,36,71
"OCSSA000985",20,382,1
"VZSSA002965",23,8,2
"PLSSA001645",21,71,39
"CMSSA001356",16,999,226
"GTSSA017525",11,31,35
"HGSSA001795",13,63,1
"GTSSA004650",11,30,1
"GRSSA009921",12,999,477
"GRSSA001550",12,18,1
"VZSSA006313",9,999,8
"PLSSA003260",9,10,1
"VZSSA004580",30,112,1
"TSSSA002192",28,999,9185
"TCSSA000306",23,2,1
"VZSSA003595",30,47,1
"HGSSA001503",9,15,3
"ASSSA000655",11,7,1
"SRSSA017666",26,26,14908
"MNSSA002446",15,33,1
"GTSSA017501",11,40,1
"OCSSA005383",20,466,142
"DFSSA003541",15,47,1
"DFSSA000840",15,59,2
"YNSSA000565",31,56,1
"TLSSA017831",13,6,3
"SLSSA000963",8,8,3
"HGSSA015515",13,68,1
"MCSSA009826",15,99,1
"JCSSA007836",32,28,1
"DGSSA017872",25,1,1
"MSSSA002740",22,1,1
"GTSSA017501",11,9,1
"VZSSA001150",20,67,11
"GTSSA004423",8,999,1
"NTSSA001594",18,17,75922
"SRSSA001612",35,999,1
"TCSSA004301",27,999,336
"DFSSA003705",15,29,12
"MSSSA002385",15,6,1
"GTSSA003793",1,1,1
"GTSSA016912",11,34,282
"QTSSA012911",22,8,2
"TLSSA017925",15,81,1
"MNSSA001891",16,97,11
"SPSSA001032",32,4,1
"PLSSA004404",21,192,6
"GTSSA016912",11,14,5
"ZSSSA013143",8,21,1
"YNSSA000570",31,73,2
"GRSSA005762",12,81,3
"CSSSA008264",7,31,678
"NLSSA000855",24,10,1
"JCSSA007042",12,999,2
"HGSSA002430",9,10,1
"VZSSA003740",15,58,1
"PLSSA015411",21,85,2
"SPSSA017313",13,13,4
"CCSSA000363",4,11,1
"TLSSA001376",30,124,1
"OCSSA001463",20,115,646
"TSSSA018514",32,999,1
"JCSSA000894",14,16,921
"GTSSA017542",10,17,4
"SPSSA001102",28,8,2
"CSSSA000045",7,94,3
"MCSSA001484",15,1,1
"ZSSSA013172",14,66,1
"DGSSA017872",1,5,2
"PLSSA016893",21,152,1
"TSSSA001562",32,56,1
"TLSSA000261",21,58,1
"CLSSA002710",5,3,3
"DFSSA003990",9,14,47
"MSSSA000466",17,4,41
"GTSSA017023",11,36,2
"OCSSA000384",20,515,3
"JCSSA002224",30,999,54
"TLSSA001480",29,59,247
"DFSSA004142",11,17,4
"SPSSA002654",24,58,7
"VZSSA002306",15,78,1
"OCSSA019996",20,418,21
"GRSSA003686",13,29,2
"DFSSA003553",15,20,1
"HGSSA002425",31,48,2
"JCSSA000503",14,105,1353
"HGSSA002751",21,21,1
"SLSSA001255",26,26,4
"OCSSA000985",20,300,5
"CLSSA001141",5,24,5
"MSSSA000466",12,64,2
"TCSSA004564",31,50,1
"ASSSA000030",20,100,1
"JCSSA002562",18,999,2
"NTSSA001495",11,15,1
"MCSSA003106",14,19,1
"SLSSA000024",26,30,23
"JCSSA003250",14,73,537
"DFSSA003541",15,59,2
"CSSSA005773",7,109,1
"ASSSA000030",2,999,7
"MNSSA002446",16,12,3
"GRSSA000010",10,1,14
"JCSSA003986",32,22,2
"OCSSA016764",20,12,1
"DFSSA003162",22,14,3
"SPSSA017313",11,30,117
"OCSSA001463",20,183,1
"PLSSA001645",21,60,319
"GRSSA004753",9,6,2
"NLSSA000855",5,18,1
"ASSSA000025",14,86,3
"NLSSA004046",10,6,1
"HGSSA015520",9,2,2
"SPSSA000752",26,26,2
"OCSSA000121",20,224,98
"ASSSA000025",18,1,2
"CSSSA018764",34,999,10
"GTSSA002760",11,24,16
"VZSSA002690",27,27,5
"CSSSA018764",7,89,20
"PLSSA005232",21,214,6
"MSSSA002863",12,4,2
"TSSSA002810",4,4,1
"VZSSA015411",30,39,5
"TCSSA004301",7,43,4
"MSSSA002385",2,1,1
"HGSSA002430",9,17,16
"JCSSA003250",11,7,4
"GTSSA017443",11,35,1
"OCSSA005383",20,39,1
"SPSSA000356",30,189,1
"PLSSA005104",30,193,1
"QTSSA001052",19,39,9
"OCSSA020445",20,568,4
"MNSSA003945",16,52,3
"PLSSA016893",17,1,1
"JCSSA003496",7,55,2
"CSSSA000453",15,14,2
"HGSSA001795",13,84,47
"JCSSA001454",32,48,210
"DFSSA000852",8,5,3
"JCSSA006890",8,61,1
"ASSSA000614",1,9,125
"MSSSA000080",21,73,2956
"CLSSA000161",5,6,1
"MNSSA002446",16,52,5
"OCSSA019996",20,357,458
"TCSSA001076",22,4,5
"VZSSA004860",4,999,1
"TCSSA001040",7,4,25
"PLSSA008485",21,74,1
"DFSSA004002",15,105,2
"DFSSA003961",30,69,1
"VZSSA003880",30,133,1
"MSSSA002361",12,27,1
"SPSSA000356",30,161,9
"MCSSA002435",15,121,4
"TCSSA000306",27,999,26
"JCSSA006115",14,101,23
"DFSSA003973",19,19,11
"CLSSA001614",5,35,18457
"TCSSA000014",99,99,6
"PLSSA003132",19,19,1
"OCSSA020030",20,22,1
"CSSSA000412",7,88,7
"MSSSA000961",20,41,1
"DFSSA004142",9,8,83
"ZSSSA000922",32,34,18163
"MNSSA016516",16,12,2
"OCSSA019996",15,106,1
"MCSSA018774",15,21,1
"NTSSA000800",25,2,1
"TSSSA002810",28,37,764
"QTSSA001052",13,28,1
"SRSSA001583",26,32,3
"PLSSA015551",30,27,1
"TCSSA017782",27,3,25384
"DGSSA017312",12,39,2
"QTSSA000475",24,24,7
"ZSSSA013172",14,1,1
"MCSSA018610",15,54,1
"NLSSA004046",15,1,1
"TSSSA002443",14,120,1
"MCSSA010246",99,99,1
"OCSSA005383",20,188,193
"MNSSA001862",16,30,2
"JCSSA001326",14,107,25
"HGSSA004093",99,99,1
"TLSSA001480",29,29,7792
"MNSSA001891",16,96,1
"MSSSA000961",12,11,2
"OCSSA000985",20,257,2
"SPSSA000752",24,28,12
"JCSSA002562",26,30,1
"VZSSA007660",30,175,1
"SPSSA001102",24,4,82
"PLSSA008263",21,71,8
"TCSSA001064",17,4,1
"ZSSSA001861",32,53,1
"MCSSA000982",15,11,2
"TSSSA002810",7,999,1
"TCSSA004716",15,15,1
"ZSSSA013172",1,999,2
"OCSSA000121",15,99,1
"NTSSA000800",18,10,22914
"VZSSA002306",13,76,2
"GTSSA002760",15,94,1
"TSSSA018514",25,999,4
"NTSSA000474",35,999,1
"JCSSA003250",24,24,27
"PLSSA003646",21,117,1
"BCSSA000440",12,999,1
"OCSSA001463",20,420,2
"DFSSA001296",15,58,11
"TSSSA000401",24,35,2
"VZSSA004580",15,39,1
"MSSSA001504",18,14,1
"ZSSSA000613",14,61,146
"OCSSA020445",20,205,1
"PLSSA016893",30,87,1
"JCSSA007042",21,114,1
"MCSSA014143",15,121,1
"DGSSA001825",10,10,197
"DFSSA004002",19,19,1
"OCSSA000343",20,297,163
"CSSSA018776",7,69,58
"SRSSA000562",26,49,1
"GTSSA016912",11,43,43
"MNSSA016480",16,89,1
"GTSSA016796",16,28,1
"MCSSA010053",30,87,1
"JCSSA006890",18,18,7
"PLSSA000834",21,99,2
"GTSSA004650",9,7,1
"TCSSA004296",27,6,5
"MSSSA000961",4,2,1
"CHSSA001755",8,14,88
"GTSSA001290",32,24,1
"MCSSA001636",17,17,1
"HGSSA001590",30,999,1
"MSSSA002863",12,39,2
"TCSSA001081",27,2,14
"PLSSA001645",29,29,11
"GTSSA017426",11,11,30090
"OCSSA003826",15,62,1
"QRSSA018001",23,999,27070
"MNSSA001874",14,14,2
"OCSSA000985",20,548,1
"ZSSSA012853",30,999,1
"JCSSA006890",26,999,1
"MSSSA001504",15,13,1
"QTSSA001740",11,15,9
"PLSSA008572",20,1,1
"GTSSA001290",11,45,4
"OCSSA003715",20,506,1
"TCSSA000306",27,12,3
"PLSSA015423",23,4,1
"VZSSA007882",20,27,1
"JCSSA003250",15,20,1
"VZSSA002982",30,183,14
"NTSSA016060",18,7,1
"MNSSA000836",16,59,6
"OCSSA002052",20,527,80
"MNSSA002446",11,3,1
"MCSSA018733",11,13,1
"VZSSA006716",21,76,15
"DFSSA003705",8,17,1
"MCSSA010246",15,999,14
"DFSSA004002",15,14,14
"VZSSA006313",20,44,7
"PLSSA008512",13,12,1
"PLSSA004071",2,4,1
"MCSSA010053",1,1,1
"CMSSA000125",16,1,1
"PLSSA005331",21,147,1
"MNSSA016516",16,89,1
"OCSSA000524",20,255,1
"GTSSA017414",14,39,6
"GTSSA000310",28,32,1
"ASSSA000025",20,20,3
"OCSSA019873",20,86,1
"MCSSA014143",15,43,2
"ZSSSA013172",32,36,114
"DFSSA018166",15,37,20
"CCSSA000503",4,2,8
"JCSSA003496",7,2,1
"VZSSA002393",30,87,14
"SLSSA000666",8,999,1
"MSSSA001504",12,60,2
"OCSSA005383",9,999,1
"DFSSA003722",15,79,1
"ZSSSA013143",14,35,1
"YNSSA001224",31,79,1
"QRSSA000023",24,999,1
"PLSSA016806",21,177,1
"GTSSA016796",11,43,18
"MNSSA016521",11,2,1
"VZSSA007882",30,199,2
"TSSSA002805",28,38,1
"HGSSA002751",15,999,2
"SPSSA000752",19,17,40
"JCSSA007066",11,12,1
"DGSSA000191",30,193,2
"ZSSSA001395",32,36,3
"VZSSA004580",30,12,2
"TLSSA017983",21,94,29
"GTSSA004650",13,77,1
"MNSSA016545",15,106,4
"VZSSA004744",15,33,5
"CHSSA001096",99,999,2
"MSSSA000080",17,13,965
"PLSSA000081",17,31,1
"VZSSA002306",9,16,1
"CSSSA019645",7,34,2
"JCSSA002195",25,25,103
"DFSSA003722",20,301,1
"JCSSA001261",14,39,5
"VZSSA010212",30,130,1
"MSSSA000355",11,11,2
"GTSSA017385",11,43,3
"HGSSA002751",13,999,3116
"TLSSA017983",29,46,1
"VZSSA002306",7,89,1
"DFSSA003956",21,12,1
"MCSSA010123",11,999,3
"CSSSA019645",11,15,1
"MNSSA001891",15,53,2
"OCSSA000985",20,470,1
"DFSSA003162",15,60,16
"JCSSA007836",14,50,48
"OCSSA021116",20,28,1
"HGSSA000156",13,6,1
"PLSSA008881",21,134,4
"VZSSA004032",30,48,2
"ASSSA000025",11,14,2
"OCSSA001463",20,553,41
"JCSSA001326",14,19,5
"TLSSA000261",21,105,1
"JCSSA006890",16,20,1
"PLSSA000612",21,149,1
"PLSSA005693",15,14,1
"PLSSA008572",21,94,1
"BCSSA017590",2,5,72433
"HGSSA015520",30,78,4
"HGSSA002430",9,12,6
"CSSSA018764",17,999,1
"OCSSA016764",20,312,1
"JCSSA007066",18,999,25
"DFSSA000053",99,999,1
"TLSSA017925",29,51,146
"MNSSA016475",15,47,1
"OCSSA000121",20,43,1
"HGSSA000156",29,999,1
"QTSSA003451",22,1,11480
"TCSSA004564",30,108,2
"GTSSA017385",11,46,93
"SRSSA002295",26,8,1
"MSSSA000466",33,999,2
"MCSSA010280",29,33,1
"PLSSA001575",21,80,11
"SPSSA002770",19,39,2
"OCSSA019996",20,68,1
"PLSSA000513",21,43,30
"GTSSA004650",18,1,1
"JCSSA002113",13,7,1
"OCSSA003406",15,999,6
"MCSSA004074",16,57,2
"TLSSA001183",26,34,1
"OCSSA019132",20,88,1
"OCSSA019996",20,2,1
"MNSSA004044",16,11,1
"DFSSA003664",15,90,1
"SPSSA017301",24,46,30
"JCSSA003496",29,44,1
"VZSSA002982",30,42,4
"ZSSSA002141",24,35,1
"DFSSA003722",24,33,1
"VZSSA004032",21,144,1
"MCSSA006430",16,65,1
"SLSSA000811",26,6,1
"MCSSA008863",15,20,2
"TLSSA017983",29,15,3
"GTSSA017501",11,25,1
"GTSSA001092",28,27,1
"ZSSSA012450",24,56,2
"TLSSA017913",9,2,1
"MNSSA002813",6,9,5
"TCSSA001081",7,65,4
"MCSSA002872",15,33,10
"MSSSA002740",15,31,3
"SPSSA000356",24,29,117
"OCSSA020030",20,6,1
"MCSSA010263",15,40,3
"MCSSA008863",15,36,4
"PLSSA003646",21,3,49
"CSSSA000453",8,19,1
"MCSSA008863",15,96,8
"DFSSA000864",14,999,1
"HGSSA004093",30,72,142
"QTSSA001052",15,999,34
"GTSSA003600",11,31,7
"CCSSA000544",4,9,1
"MNSSA001874",16,59,1
"PLSSA004071",30,141,1
"MCSSA006780",17,30,5
"MSSSA002740",19,39,3
"ZSSSA001861",32,27,2
"GRSSA012535",21,205,1
"GRSSA004065",12,51,2
"TSSSA000010",28,28,2003
"JCSSA003496",11,17,1
"MNSSA002813",14,96,846
"JCSSA001401",18,17,8
"VZSSA007730",30,30,22847
"TCSSA000306",21,2,1
"MSSSA002863",12,3,10
"PLSSA003663",21,154,1
"OCSSA020100",20,184,191
"VZSSA003361",30,122,1
"ZSSSA012450",99,99,1
"ZSSSA002141",32,5,12
"MNSSA000462",16,10,3
"NLSSA004046",17,7,1
"OCSSA005383",20,500,1
"DFSSA003541",19,19,6
"TCSSA001040",99,99,2
"GTSSA003233",15,12,1
"SPSSA017144",28,22,1
"VZSSA015545",30,123,13
"GTSSA002101",11,14,466
"JCSSA001326",14,23,43714
"ZSSSA000613",16,73,1
"VZSSA007725",21,187,2
"JCSSA004930",16,999,1
"PLSSA015411",30,44,2
"JCSSA002113",14,82,2
"SPSSA001102",24,35,2826
"PLSSA005693",30,51,7
"PLSSA003663",21,169,4
"MCSSA010251",21,10,1
"MSSSA000466",11,20,1
"VZSSA002965",30,209,1
"MSSSA000466",14,14,3
"DFSSA003961",18,4,1
"CSSSA006403",7,999,1
"VZSSA015871",30,48,13695
"MSSSA002863",12,22,15
"VZSSA016035",30,106,1
"VZSSA007701",33,999,1
"SRSSA000055",2,4,3
"GTSSA002760",14,63,3
"VZSSA010212",30,3,2
"CSSSA001030",8,19,13
"TLSSA001376",99,99,269
"TCSSA016756",23,8,2
"JCSSA000894",14,30,3
"NTSSA001495",18,1,15
"MCSSA001011",14,13,5
"MNSSA002142",15,106,1
"DFSSA003722",21,148,1
"ZSSSA000613",14,116,5
"CSSSA018764",6,7,1
"JCSSA007042",8,3,1
"ZSSSA000152",21,49,1
"SLSSA001873",25,18,3
"DFSSA004002",15,109,762
"DFSSA018166",9,4,89
"QTSSA000475",15,100,2
"SPSSA017144",14,39,3
"MCSSA010280",8,33,1
"SPSSA017132",24,36,1
"PLSSA016811",1,1,1
"DFSSA004142",17,16,1
"TSSSA018070",28,3,58
"HGSSA002430",13,48,53148
"PLSSA008425",17,1,1
"OCSSA019873",20,324,9
"OCSSA001463",20,118,7
"MCSSA014143",15,84,1696
"CSSSA007540",7,89,2
"SPSSA017313",30,39,1
"JCSSA000503",16,109,1
"OCSSA020655",20,87,1
"BCSSA000855",33,999,3
"PLSSA016835",15,55,16
"GTSSA000585",21,153,1
"OCSSA000985",20,469,24
"OCSSA021080",21,217,1
"VZSSA002690",15,999,1
"VZSSA015801",30,30,8153
"PLSSA000863",21,66,1
"DGSSA000116",10,32,2
"SLSSA017594",25,25,3136
"OCSSA021256",16,16,2
"VZSSA004580",30,130,3
"DFSSA000840",15,5,4
"TSSSA002793",9,999,2
"SRSSA000504",12,17,3
"OCSSA001463",20,406,2
"CSSSA008264",31,31,1
"CCSSA000100",30,30,1
"GTSSA017402",11,5,2
"MNSSA002813",19,45,1
"JCSSA003250",2,2,7
"GTSSA004650",11,46,8964
"DFSSA003372",1,999,2
"ZSSSA002141",14,44,1
"GRSSA012535",2,4,1
"TLSSA001376",13,999,13
"TLSSA017831",15,6,23
"VZSSA015411",30,140,1
"NLSSA002581",24,999,6
"JCSSA002113",6,7,3
"NLSSA004046",15,121,2
"PLSSA015551",21,21,12983
"TCSSA017782",27,6,1
"MSSSA002373",17,12,7
"PLSSA000834",32,999,1
"DFSSA004142",29,6,1
"CLSSA001141",28,33,2
"OCSSA018922",20,231,1
"JCSSA002200",18,20,1
"GTSSA004650",1,6,2
"SRSSA002143",26,53,1
"MNSSA000462",6,9,93
"VZSSA002306",6,9,1
"SLSSA000193",25,5,9
"OCSSA019132",20,381,221
"JCSSA013815",12,999,1
"SPSSA017313",8,8,4
"NTSSA001845",10,18,3
"PLSSA008572",21,112,393
"DGSSA000676",10,12,3
"DGSSA017254",10,17,1
"BCSSA000266",20,18,1
"TSSSA000010",28,41,29
"SLSSA000666",25,9,52
"ZSSSA002141",14,999,2
"DFSSA003553",11,1,1
"VZSSA004744",21,12,1
"SPSSA001703",13,32,1
"VZSSA002970",30,192,10
"ZSSSA000152",14,35,1
"CHSSA000676",8,66,2
"DFSSA000596",2,2,1
"JCSSA005135",18,18,2
"PLSSA003646",15,33,1
"DFSSA018154",9,14,16
"SRSSA001851",16,71,1
"MNSSA002446",16,60,6
"OCSSA021256",20,319,1
"MNSSA001874",16,38,7
"CLSSA002710",19,19,4
"TLSSA000722",29,26,415
"TCSSA002353",23,10,1
"GRSSA003686",12,10,2
"ASSSA000025",14,31,1
"MCSSA008320",15,60,2
"MCSSA007982",15,115,1
"ASSSA000025",99,99,5
"PLSSA008485",21,44,7
"HGSSA002430",27,9,2
"HGSSA002430",11,15,8
"ZSSSA013172",8,37,4
"MSSSA000080",9,16,1
"MCSSA010222",15,109,13
"MCSSA018062",15,118,9
"VZSSA004370",13,12,6
"JCSSA007836",14,110,2
"DFSSA003722",15,50,4
"JCSSA013045",14,73,21946
"JCSSA007066",14,113,16
"PLSSA016835",29,33,4
"OCSSA021116",31,1,1
"PLSSA016893",15,25,1
"PLSSA004404",14,1,1
"MSSSA002373",5,13,1
"CHSSA000570",8,27,1
"JCSSA005135",14,49,6
"CCSSA000100",99,999,5
"ZSSSA013143",24,2,1
"NTSSA001845",14,67,1
"HGSSA002430",13,16,70
"DFSSA001511",16,16,1
"TLSSA017831",15,92,13
"TCSSA001040",19,999,4
"SLSSA000024",18,17,6
"PLSSA000612",21,164,2
"JCSSA001401",9,12,1
"GRSSA001550",21,201,1
"MNSSA016492",16,999,2387
"OCSSA000985",14,67,1
"PLSSA001645",20,26,1
"QRSSA000011",23,4,1
"ZSSSA000152",15,106,1
"OCSSA001463",20,220,8
"VZSSA007701",32,999,1
"SRSSA001851",22,22,4
"CHSSA000372",8,32,3
"JCSSA001454",14,25,29357
"MCSSA018774",15,24,10
"VZSSA002965",30,2,1
"TLSSA017831",14,67,1
"PLSSA009001",21,181,163
"ASSSA000655",31,31,1
"MSSSA002385",21,162,1
"TLSSA017925",21,36,1
"TLSSA017983",21,8,2
"PLSSA001575",22,22,1
"DGSSA000116",20,4,1
"SRSSA001583",26,10,1
"NLSSA002972",19,37,4
"VZSSA007713",30,83,18577
"PLSSA015534",21,128,1
"ASSSA000614",1,1,31348
"CSSSA018776",7,10,14
"SRSSA000055",16,3,2
"PLSSA000081",8,1,1
"JCSSA013815",14,124,6
"DFSSA003956",24,42,1
"VZSSA002970",30,128,21
"CMSSA000125",14,14,915
"OCSSA002320",20,39,1
"DFSSA003722",30,89,1
"TCSSA001052",7,27,9
"NTSSA001495",18,6,3
"ASSSA000042",32,35,1
"MCSSA001636",28,28,1
"TCSSA000014",7,59,2
"ASSSA000025",14,73,38
"MNSSA016545",14,14,2
"DFSSA003722",21,183,1
"CSSSA000045",7,23,1
"JCSSA013091",32,56,3
"JCSSA000894",30,86,1
"OCSSA000524",20,548,1
"DFSSA018166",20,263,1
"DGSSA000191",10,26,711
"TCSSA017782",22,22,1
"PLSSA017021",21,9,1
"TSSSA002810",28,15,4
"TCSSA003514",7,7,114
"SPSSA017313",5,25,1
"ASSSA000025",28,28,3
"PLSSA016852",29,5,1
"MCSSA018680",15,39,2
"GTSSA017431",33,999,1
"TCSSA004564",27,999,1311
"DFSSA018154",15,121,1
"NLSSA002581",27,4,1
"JCSSA002562",14,40,1
"TCSSA002353",28,28,1
"VZSSA003880",30,26,2
"CCSSA000100",15,15,1
"PLSSA008485",21,199,1017
"SPSSA017313",26,26,2
"MSSSA000454",11,42,2
"MSSSA002740",17,15,3
"HGSSA004093",30,25,1
"MCSSA009826",15,8,2
"PLSSA015230",29,29,41
"SLSSA000024",3,1,1
"PLSSA000834",9,7,3
"MCSSA018680",16,16,1
"GTSSA000766",11,11,28415
"MSSSA000466",15,77,4
"OCSSA000121",20,34,2
"MNSSA002446",16,73,2175
"VZSSA004744",30,175,4524
"VZSSA015895",20,29,1
"OCSSA019873",20,8,17
"OCSSA016764",13,33,2
"DFSSA004002",13,65,1
"DFSSA000053",15,6,11
"SPSSA002770",24,13,5
"JCSSA007066",14,112,9
"JCSSA003250",14,64,850
"MCSSA010251",29,29,1
"JCSSA007836",30,193,1
"SPSSA002654",14,14,5
"HGSSA001503",13,50,1
"JCSSA007066",7,61,1
"GTSSA001010",11,999,1
"YNSSA013423",31,42,5
"MCSSA018622",7,17,1
"GTSSA003600",11,8,6
"GTSSA001454",2,2,3
"VZSSA005980",30,30,1780
"NTSSA000474",14,6,1
"PLSSA000011",21,1,12017
"CSSSA018764",7,34,18
"CCSSA017403",4,10,2
"SRSSA000726",29,19,11
"PLSSA005331",16,9,1
"SLSSA000473",22,4,1
"SRSSA002295",26,45,86
"TLSSA001480",29,42,358
"CHSSA000372",8,36,1
"ASSSA000025",15,57,2
"ZSSSA001016",32,999,3985
"SLSSA017570",16,6,2
"NLSSA000855",30,44,1
"VZSSA003740",1,1,2
"MCSSA000224",15,1,1
"SPSSA000356",20,130,1
"DFSSA003710",20,999,4
"TCSSA004301",27,10,5
"TCSSA001040",30,91,2
"VZSSA000416",30,60,280
"GTSSA016842",9,999,1
"DGSSA000116",7,7,1
"MCSSA001682",9,15,1
"MNSSA016533",1,999,2
"SRSSA000055",26,8,1
"MCSSA003106",15,13,1
"TLSSA001376",13,7,3
"OCSSA004152",30,138,1
"MNSSA016533",21,183,2
"PLSSA016811",21,209,4
"ASSSA000025",10,999,3
"OCSSA000985",20,420,11
"PLSSA000513",30,194,1
"PLSSA008641",21,202,15
"VZSSA002306",30,39,2
"JCSSA000503",14,39,87
"CSSSA004945",7,85,2
"ZSSSA012853",19,1,1
"PLSSA000081",20,32,1
"PLSSA000204",21,85,4
"DGSSA000010",20,2,1
