"clues","entresidencia","munresidencia","sum"
"CMSSA000125",24,1,4
"CLSSA001141",28,25,1
"MSSSA002385",15,94,6
"JCSSA007042",18,18,20
"DFSSA001296",30,27,1
"SLSSA017594",26,30,2
"GTSSA017530",11,14,9
"VZSSA004860",30,125,27
"DFSSA018166",21,87,1
"MSSSA002385",12,22,1
"MSSSA000080",21,1,1
"JCSSA007066",20,188,1
"MCSSA010251",14,67,2
"TCSSA000306",30,30,3
"QTSSA001740",99,999,1
"OCSSA021116",21,149,1
"SLSSA001540",2,999,1
"VZSSA004580",30,2,1
"JCSSA001454",2,1,1
"CCSSA000865",10,7,1
"MCSSA014101",5,999,1
"SPSSA017313",30,205,1
"SLSSA001255",8,19,4
"VZSSA004744",23,1,1
"SRSSA001011",25,11,1
"OCSSA001463",20,297,6
"DFSSA003162",15,121,17
"MCSSA010222",12,11,1
"GTSSA017443",16,22,2
"ASSSA000054",32,1,13
"GTSSA017525",22,14,1
"PLSSA017021",13,48,6
"MNSSA002446",16,11,2
"CSSSA000453",9,5,1
"JCSSA007066",27,5,1
"SRSSA002143",26,56,11
"OCSSA020030",20,374,1
"TLSSA000944",29,5,4
"NLSSA000855",15,33,1
"NLSSA002581",19,999,32606
"DFSSA003553",16,33,1
"MNSSA001874",16,12,5
"GTSSA003600",11,10,1
"MCSSA001484",17,7,1
"MSSSA000466",15,111,3
"GTSSA016796",22,12,2
"MCSSA014143",15,101,1
"TSSSA001562",25,999,13
"VZSSA007754",13,18,2
"JCSSA013050",14,55,39
"SPSSA001102",15,24,1
"OCSSA000985",20,368,3
"OCSSA003826",20,324,10
"CSSSA000453",5,5,4
"MSSSA002863",6,7,5
"CSSSA017521",7,91,26
"MCSSA014143",15,29,2
"SPSSA001102",28,27,1
"DFSSA003162",28,27,1
"DFSSA000840",19,5,2
"ASSSA000042",1,3,2
"JCSSA007066",32,23,23
"HGSSA002430",13,8,224
"ZSSSA001861",32,32,10564
"BSSSA001213",3,3,89055
"MSSSA000454",15,7,1
"PLSSA016893",21,23,1
"TLSSA017831",13,74,1
"DFSSA003722",20,38,1
"SPSSA017144",24,53,39
"CSSSA002611",7,32,7
"JCSSA007066",14,115,24
"DFSSA018166",15,25,34
"YNSSA013440",31,41,2
"MNSSA004044",15,6,1
"SPSSA001102",12,12,1
"JCSSA000165",18,6,1
"QRSSA001044",20,305,1
"SLSSA018113",8,999,1
"PLSSA015423",21,128,1
"HGSSA015503",16,999,1
"MCSSA018675",15,106,1
"MNSSA016521",16,6,27
"ASSSA000025",15,14,1
"HGSSA001503",22,999,16
"NLSSA002581",13,33,1
"PLSSA008881",21,138,2
"OCSSA001463",20,39,82
"SLSSA001540",21,2,1
"VZSSA006045",30,79,1273
"SRSSA001583",29,29,1
"NLSSA004046",4,4,1
"HGSSA004093",12,3,1
"ZSSSA012450",14,115,1
"OCSSA000985",20,399,880
"BCSSA000855",26,999,1
"SPSSA017313",24,6,21
"JCSSA002224",26,999,13
"ASSSA000054",14,64,42
"VZSSA002965",30,88,4
"MNSSA016475",11,30,1
"PLSSA008572",15,56,2
"JCSSA002200",32,45,1
"JCSSA000165",14,17,5
"TLSSA017925",16,16,1
"MNSSA016480",16,71,26500
"DFSSA003722",21,999,6
"JCSSA013815",14,23,2
"PLSSA002403",30,193,1
"ZSSSA000695",10,1,1
"PLSSA016893",21,197,1
"MNSSA016516",16,66,34
"OCSSA003715",2,4,1
"OCSSA018922",21,21,2
"PLSSA016852",15,15,8
"GRSSA008101",12,43,5
"SPSSA000064",22,6,1
"VZSSA002306",21,153,1
"MNSSA004044",12,12,3
"MCSSA001011",21,999,6
"SPSSA001102",5,30,1
"JCSSA003583",14,19,1
"MCSSA018622",15,91,5
"JCSSA003496",18,18,471
"MCSSA018750",9,7,6
"GTSSA001454",15,57,1
"DFSSA018154",10,10,2
"PLSSA015230",21,144,21
"MNSSA002813",16,66,6
"DFSSA003162",15,125,2
"SLSSA000572",22,5,3
"PLSSA005693",15,12,1
"JCSSA003986",24,43,1
"DFSSA003961",15,8,1
"MSSSA000961",12,31,2
"GTSSA017472",11,33,17245
"ASSSA000054",1,9,74
"PLSSA001645",21,122,69
"HGSSA015515",29,2,1
"JCSSA004930",28,22,1
"OCSSA016764",20,25,8
"OCSSA019873",20,410,41
"MCSSA010053",15,3,74
"ASSSA000025",18,17,3
"JCSSA002113",14,96,2
"DFSSA003722",9,11,847
"GTSSA003793",10,10,10
"CHSSA018444",8,3,8
"VZSSA007882",30,143,2
"ZSSSA002136",32,36,2
"VZSSA001355",30,44,54926
"NLSSA002972",28,999,2
"MCSSA010280",15,65,1
"MSSSA000454",17,15,153
"MCSSA002872",9,5,1
"VZSSA004580",30,23,9
"GTSSA017414",10,25,1
"CHSSA000565",8,47,19
"QTSSA000475",12,53,1
"OCSSA000985",20,220,1
"BCSSA000440",20,2,4
"JCSSA000165",14,55,8
"DFSSA003705",13,13,6
"OCSSA000985",20,141,1
"OCSSA018473",20,515,12738
"MCSSA002020",13,31,1
"TLSSA000722",21,208,3
"SLSSA000024",26,55,4
"HGSSA002430",20,67,3
"OCSSA000121",12,12,1
"GTSSA002101",16,71,4
"JCSSA003496",16,16,4
"OCSSA019873",20,516,3
"JCSSA003250",16,53,4
"CLSSA000470",5,18,2
"PLSSA004614",21,71,3
"OCSSA001463",20,440,1
"PLSSA001575",15,106,2
"VZSSA015435",30,60,3
"HGSSA015520",13,9,1
"HGSSA015532",16,6,1
"OCSSA004152",9,2,2
"ASSSA000404",10,10,1
"HGSSA004093",15,56,3
"DFSSA002066",21,142,1
"JCSSA003250",11,17,9
"PLSSA004404",29,999,2
"SPSSA017313",19,26,9
"PLSSA000612",11,11,2
"GTSSA017402",22,1,1
"GRSSA005762",99,999,88
"OCSSA016764",21,21,6
"OCSSA003406",20,238,1
"OCSSA000985",20,22,1
"BCSSA000440",26,55,21
"VZSSA007701",16,16,1
"DFSSA003722",29,41,2
"GTSSA001215",14,39,2
"DFSSA003722",21,19,2
"ASSSA000025",24,37,1
"JCSSA004930",14,2,7
"MCSSA001636",15,97,4
"JCSSA007066",13,33,2
"GTSSA004650",2,1,1
"VZSSA004860",30,184,46
"OCSSA000985",20,335,2
"VZSSA007701",20,405,1
"HGSSA015532",15,12,1
"GRSSA003686",16,999,1
"GRSSA009916",21,81,1
"PLSSA001645",21,190,1
"PLSSA002106",21,163,1
"JCSSA007066",25,25,16
"JCSSA013091",25,999,1
"JCSSA007836",14,120,8597
"MNSSA002142",12,35,1
"GRSSA002863",20,509,1
"SPSSA000752",15,60,1
"MCSSA007265",15,12,308
"DFSSA003722",2,2,6
"MNSSA002142",12,73,2
"GRSSA005762",20,67,6
"JCSSA013050",8,19,1
"OCSSA000524",20,422,4
"NTSSA002084",23,23,1
"PLSSA015423",21,164,33603
"DFSSA003722",14,25,1
"SLSSA001540",25,25,34976
"VZSSA002306",21,208,3
"MCSSA001636",15,50,3
"HGSSA001795",13,31,1276
"CSSSA017521",7,90,12
"TCSSA004564",31,999,1
"JCSSA001326",24,28,1
"TCSSA000306",20,235,1
"MSSSA000355",17,2,23
"MSSSA000355",21,87,2
"GTSSA017385",28,35,1
"GTSSA000766",8,19,2
"MCSSA018453",15,55,8
"GRSSA005762",12,43,6
"ASSSA000025",25,25,1
"NLSSA004046",19,21,11074
"OCSSA001463",20,496,4
"ZSSSA012853",21,999,2
"MSSSA002361",17,24,345
"QRSSA000023",4,2,1
"JCSSA007042",32,22,1
"DFSSA003973",8,999,41
"ASSSA000054",9,9,1
"MCSSA001636",22,999,11
"TSSSA018526",29,33,1
"MSSSA000961",13,999,3
"MCSSA018750",15,68,1146
"PLSSA017021",13,35,1
"NTSSA000013",21,21,1
"TLSSA000261",21,137,16
"PLSSA005693",21,19,1
"OCSSA021080",20,58,47
"QTSSA001052",21,100,1
"GTSSA017414",11,3,8
"VZSSA003595",30,32,13
"NLSSA000855",28,32,9
"TCSSA002353",23,8,1
"VZSSA016035",17,9,1
"ZSSSA012450",14,97,1
"OCSSA001463",20,379,2
"SLSSA000666",6,7,3
"VZSSA003595",21,114,4
"MCSSA017082",15,5,1
"GTSSA001652",11,27,1
"GRSSA001550",21,11,2
"BCSSA000855",2,2,27891
"GRSSA004490",12,13,1
"ZSSSA000613",5,15,1
"MSSSA000466",7,7,7
"ZSSSA000613",32,38,2
"MNSSA002965",15,82,1
"PLSSA016811",21,40,1
"PLSSA000612",21,61,50
"MCSSA000871",15,17,396
"HGSSA000511",15,106,3
"HGSSA004093",13,79,12
"VZSSA016035",31,50,1
"MNSSA002446",20,67,1
"DGSSA001574",25,25,6
"ZSSSA013172",32,17,48683
"ASSSA000025",10,38,1
"VZSSA001150",30,172,19
"JCSSA007066",14,75,18
"DFSSA018166",15,64,1
"MNSSA002446",16,45,1
"HGSSA002162",13,76,9
"PLSSA000612",21,145,51
"CSSSA017731",7,59,7278
"SPSSA000752",15,999,38
"JCSSA001401",16,76,4
"DFSSA003162",16,1,1
"MSSSA001504",15,119,72
"TCSSA002003",27,13,3
"JCSSA007066",15,111,2
"TCSSA001052",7,71,1
"PLSSA008485",30,203,1
"DFSSA003162",13,12,1
"CMSSA001356",12,1,2
"DFSSA003961",11,28,1
"SPSSA001032",24,24,15342
"MNSSA002813",11,17,1
"OCSSA000121",20,161,281
"QTSSA001052",30,193,1
"DGSSA017872",15,104,1
"TSSSA002793",28,30,244
"TLSSA000944",21,21,39
"PLSSA004071",21,94,11
"QTSSA001752",32,32,1
"JCSSA002562",8,37,2
"JCSSA002200",15,54,1
"VZSSA006815",30,118,3
"CHSSA001801",8,38,1
"MCSSA005556",31,80,1
"DGSSA017872",15,108,1
"SPSSA002654",24,1,4
"MCSSA010222",15,64,136
"DFSSA018166",30,999,6
"DFSSA003956",3,8,2
"GTSSA016970",11,19,1
"PLSSA000612",24,24,1
"JCSSA006890",14,118,63341
"DFSSA003956",17,1,1
"ZSSSA012450",20,20,1
"VZSSA007660",30,183,1
"OCSSA000524",20,67,15
"VZSSA002970",8,19,1
"TLSSA017925",21,164,1
"PLSSA016811",21,71,1
"DGSSA000191",10,33,104
"ASSSA000054",15,24,1
"OCSSA000121",9,9,2
"VZSSA004744",14,101,1
"JCSSA007066",2,2,41
"MSSSA002361",17,18,185
"HGSSA004093",14,77,2
"CSSSA018793",23,999,1
"VZSSA002306",17,7,3
"TCSSA001052",1,4,35
"DFSSA003722",7,93,1
"SPSSA000356",24,18,835
"ZSSSA000695",31,31,7
"JCSSA007066",11,32,1
"VZSSA003361",20,20,1
"GRSSA004753",23,8,3
"JCSSA013045",14,116,1
"JCSSA009364",14,44,27
"VZSSA000416",30,21,1
"TCSSA001040",23,230,4
"MNSSA000462",16,47,2
"PLSSA000612",21,132,1
"MCSSA008320",15,48,2
"VZSSA007573",30,208,3
"HGSSA004093",30,62,14
"MNSSA016545",16,53,22
"CHSSA002390",8,34,23
"SLSSA001716",18,15,1
"SRSSA001105",26,50,5
"MNSSA002446",22,14,4
"TLSSA017831",26,15,1
"PLSSA000863",19,19,3
"VZSSA015801",30,168,10
"PLSSA003260",21,190,1
"MNSSA001874",16,72,5
"DFSSA003541",8,37,1
"PLSSA008263",29,29,2
"TLSSA001183",29,3,7
"DFSSA003162",15,47,2
"OCSSA003715",20,320,1
"JCSSA001401",9,15,1
"OCSSA016764",30,39,12
"OCSSA000640",20,412,11
"CSSSA001030",7,29,1
"NLSSA004046",28,13,1
"BCSSA017730",4,4,2
"MCSSA008320",21,156,1
"DFSSA003961",21,18,3
"GRSSA000034",11,1,2
"MCSSA018622",16,55,1
"HGSSA002430",17,17,3
"GRSSA004753",9,9,3
"DGSSA000116",32,1,1
"MNSSA000170",16,60,28
"TCSSA001040",25,25,1
"CCSSA017682",21,21,1
"JCSSA003250",32,10,2
"OCSSA000985",20,513,3
"TSSSA018975",33,999,7
"SRSSA017666",26,47,1
"JCSSA013815",16,63,1
"PLSSA015534",21,170,1
"JCSSA000894",15,39,1
"DFSSA003944",29,29,9
"NLSSA000855",19,18,12
"HGSSA001503",15,54,1
"MCSSA018412",15,61,2
"VZSSA001150",99,99,6
"GTSSA000766",14,1,1
"SRSSA002143",16,16,1
"SLSSA000024",25,17,1132
"MCSSA008233",12,14,1
"OCSSA000524",20,234,1
"ZSSSA012853",6,2,1
"SLSSA000024",16,53,1
"MSSSA000961",25,999,2
"ZSSSA000572",9,4,1
"MNSSA016492",16,71,2
"GTSSA017414",11,36,2
"SRSSA000504",2,4,7
"GTSSA004650",11,43,1
"SPSSA002770",28,9,4
"MSSSA000080",12,19,3
"JCSSA001454",14,48,1
"MNSSA003945",14,13,1
"PLSSA000513",21,156,1
"DFSSA000065",24,999,1
"ZSSSA012450",24,33,60
"DFSSA000596",33,999,1
"SPSSA000752",20,999,1
"PLSSA005331",21,140,3
"GRSSA005762",20,364,2
"TCSSA001076",23,23,2
"JCSSA003583",14,98,2
"JCSSA001326",24,999,2
"YNSSA001224",4,4,2
"CSSSA000453",7,61,9
"PLSSA008485",21,208,1
"CSSSA018793",7,97,1
"NLSSA014295",21,21,4
"ASSSA000025",7,7,3
"ZSSSA000152",24,28,27
"ZSSSA001861",14,21,1
"ZSSSA000152",12,9,3
"PLSSA000863",21,179,276
"DGSSA000116",8,12,1
"MCSSA010222",16,47,6
"ASSSA000614",24,1,1
"PLSSA000081",9,11,1
"HGSSA004093",21,25,1
"SPSSA017313",28,22,9
"CSSSA018776",7,13,2
"JCSSA007066",16,23,4
"MNSSA016475",22,999,1
"VZSSA002970",30,164,112
"JCSSA002224",12,12,9
"NLSSA003911",19,21,52
"HGSSA001503",13,21,2
"MSSSA000080",10,999,2
"SPSSA017313",21,28,1
"MCSSA000224",16,999,1
"HGSSA000511",30,27,2
"SPSSA000945",11,17,1
"DFSSA004142",17,29,3
"CHSSA018514",19,8,1
"OCSSA004152",20,386,1
"PLSSA016543",29,999,5
"TCSSA017420",7,7,2
"PLSSA016806",21,112,2
"HGSSA001590",13,37,10
"DFSSA004142",15,91,4
"CMSSA001023",13,999,1
"SRSSA001851",26,63,1
"MSSSA002863",17,27,95
"JCSSA003250",14,27,2
"DFSSA000876",5,9,1
"TLSSA017831",17,17,3
"SPSSA017132",13,999,1
"CSSSA006403",7,8,14
"PLSSA004404",17,999,1
"GTSSA017414",17,999,1
"MNSSA003945",16,10,2
"OCSSA005383",9,15,1
"PLSSA008512",21,174,2
"DFSSA002066",22,14,1
"HGSSA015515",15,16,68
"SPSSA000356",13,999,6
"JCSSA001454",18,17,2
"MCSSA010251",15,15,19718
"TSSSA002805",25,999,1
"OCSSA016764",20,75,5
"MSSSA000466",28,999,1
"CHSSA001603",8,64,8
"TCSSA004564",7,91,57
"QTSSA001052",14,9,1
"GTSSA000766",16,1,1
"ZSSSA000152",6,10,1
"VZSSA007696",30,118,19
"DGSSA017872",26,55,1
"PLSSA015534",21,174,1
"ZSSSA000152",15,42,1
"PLSSA003646",21,131,2
"MCSSA007586",12,7,561
"DFSSA000835",5,5,7
"JCSSA002200",14,71,6
"DGSSA001574",10,22,2
"PLSSA000081",21,24,48
"SRSSA001583",16,35,2
"PLSSA016806",20,459,1
"DFSSA002066",12,25,1
"JCSSA013091",14,53,4
"JCSSA002113",14,999,1
"SRSSA000504",26,65,5
"MSSSA000961",9,11,1
"VZSSA002970",30,89,6
"CHSSA000372",8,19,1
"MSSSA002385",21,12,2
"TCSSA003514",7,999,12
"OCSSA016764",22,14,3
"JCSSA013815",16,88,1
"VZSSA007725",30,40,47
"DFSSA000840",21,86,1
"ZSSSA001861",32,50,6
"HGSSA000156",13,3,43382
"NTSSA000800",10,21,1
"QRSSA001044",25,5,4
"OCSSA018736",20,518,2
"MSSSA002740",18,13,7
"VZSSA015545",13,32,3
"MCSSA007982",9,8,1
"DGSSA000116",32,20,2
"TSSSA002810",26,26,1
"VZSSA004744",30,63,8
"DGSSA017312",10,39,32676
"SPSSA017313",11,8,1
"NLSSA004046",14,20,1
"VZSSA004032",30,99,9
"MSSSA002740",12,10,1
"MNSSA016533",16,45,1
"GTSSA003600",11,13,1
"VZSSA004744",13,13,3
"JCSSA007066",14,118,56
"HGSSA002430",8,19,4
"SRSSA001583",26,36,23544
"MCSSA007265",15,121,1701
"TSSSA002431",14,70,1
"PLSSA003132",7,101,1
"SPSSA017313",19,44,2
"NTSSA002084",18,17,36
"SLSSA000024",25,10,11202
"ZSSSA000152",7,71,1
"OCSSA001463",20,530,118
"TSSSA000010",21,114,1
"PLSSA016835",29,29,2
"CSSSA017504",20,57,1
"ZSSSA000152",24,11,1
"SPSSA017313",28,6,2
"MCSSA000236",15,12,3
"HGSSA001590",13,69,3
"OCSSA000985",20,280,1
"JCSSA006890",17,7,1
"GRSSA004350",12,45,13
"OCSSA000384",20,454,323
"TCSSA004564",7,7,1166
"OCSSA000985",20,366,5
"VZSSA004370",30,129,1
"ZSSSA012450",8,37,4
"TCSSA003135",27,13,30
"ZSSSA000613",14,14,444
"PLSSA001575",21,202,2
"MSSSA002863",13,46,1
"JCSSA001401",30,108,1
"SPSSA000752",19,7,13
"DGSSA001224",10,34,13
"JCSSA003250",14,58,3
"JCSSA001454",14,24,1
"SPSSA017313",6,6,1
"VZSSA006313",20,20,324
"JCSSA007066",14,15,21
"HGSSA015520",28,12,1
"MNSSA016492",16,61,130
"JCSSA001326",14,85,2421
"PLSSA008974",21,114,1
"VZSSA002970",9,5,6
"JCSSA005461",14,19,3
"PLSSA017021",21,114,18
"CHSSA000676",1,1,1
"OCSSA019873",20,166,1
"GTSSA001215",12,12,1
"OCSSA000121",20,255,150
"MSSSA000454",17,22,48
"GTSSA017385",11,7,7
"ZSSSA000695",32,57,1
"OCSSA000640",24,24,1
"PLSSA008572",21,124,1
"PLSSA015534",21,88,1
"MCSSA001682",9,10,1
"MCSSA007982",17,17,1
"GTSSA001454",33,999,1
"TLSSA017831",15,16,7
"DGSSA000010",19,1,1
"CSSSA001030",7,119,3
"TCSSA001040",27,7,263
"JCSSA001454",32,17,15
"TCSSA001081",7,68,11
"SPSSA017313",30,118,1
"DFSSA003541",15,120,16
"GTSSA017426",24,28,1
"GTSSA017443",16,84,5
"VZSSA003740",21,999,2
"OCSSA000343",20,392,102
"MCSSA018593",15,106,7
"MNSSA003735",12,38,1
"ZSSSA000695",10,5,6
"CMSSA000586",6,3,1
"CLSSA000231",10,999,1
"MSSSA002740",9,16,4
"DFSSA004142",15,37,27
"DFSSA017886",9,8,6
"MSSSA002344",12,12,71
"MNSSA002446",11,7,1
"BCSSA000703",2,2,7188
"DFSSA003956",9,5,3
"NLSSA001263",11,11,1
"PLSSA003646",21,51,2
"JCSSA013050",18,4,1
"VZSSA003880",30,162,1
"TCSSA016756",30,49,1
"MCSSA010251",15,90,92
"CMSSA000125",10,1,2
"OCSSA000985",20,247,2
"MSSSA002344",9,999,2
"PLSSA005676",99,999,1
"MCSSA018453",11,25,1
"TSSSA002810",11,999,15
"SPSSA000356",24,20,1
"MSSSA002344",17,21,3
"SPSSA000356",13,31,1
"MSSSA002863",12,76,1
"TLSSA001376",21,19,1
"SPSSA000356",24,16,1875
"SPSSA001032",1,999,1
"PLSSA005640",20,14,1
"VZSSA002965",33,999,4
"TLSSA001376",29,57,12
"MNSSA002446",9,5,1
"CMSSA000125",14,122,24
"DFSSA003664",9,7,1686
"MCSSA001636",20,23,1
"OCSSA000640",20,124,88
"TLSSA017645",17,7,1
"VZSSA001150",30,59,28
"JCSSA001401",14,70,18
"GTSSA016994",11,44,18847
"TLSSA017831",13,33,1
"CSSSA006403",7,89,65329
"TCSSA004301",7,117,1
"JCSSA005584",32,4,1
"SLSSA001540",25,1,13
"MNSSA003945",16,66,5
"VZSSA002690",30,52,14
"TSSSA002431",28,7,1
"TLSSA017645",12,18,1
"CHSSA002390",32,56,1
"DFSSA002660",7,7,1
"GTSSA017390",10,8,5
"MNSSA002446",16,36,1
"OCSSA000594",20,365,66
"DFSSA003722",7,11,1
"GTSSA016994",11,5,2
"DFSSA003705",15,42,1
"MSSSA000466",12,71,3
"YNSSA013440",18,1,1
"MSSSA000466",16,999,9
"GTSSA016796",16,16,1
"TSSSA000401",19,999,14
"PLSSA017021",12,1,2
"PLSSA016811",21,6,2
"CSSSA000045",7,59,12
"SPSSA017301",16,102,1
"OCSSA000594",20,428,1
"JCSSA013692",14,83,1
"JCSSA002200",9,12,1
"MSSSA000454",7,101,3
"OCSSA000985",20,216,1
"PLSSA008881",21,143,2
"PLSSA004404",21,170,3
"SLSSA000473",30,999,1
"NLSSA000855",19,5,1
"SPSSA017313",32,9,1
"SLSSA000666",19,19,1
"VZSSA004860",29,5,1
"JCSSA013506",32,32,1
"JCSSA004230",14,36,1
"OCSSA019996",20,20,3490
"VZSSA006576",15,33,1
"CHSSA018444",8,64,10
"JCSSA001454",14,81,368
"SPSSA017313",30,150,1
"PLSSA015551",21,123,115
"GTSSA004184",11,43,3
"PLSSA003260",21,69,1
"GTSSA004650",16,102,5
"SRSSA000055",8,20,10
"TSSSA018000",28,41,9
"SLSSA001716",25,3,7
"JCSSA013045",5,3,1
"HGSSA002430",13,43,17
"VZSSA001150",27,27,40
"MNSSA001891",16,89,2
"PLSSA015090",21,19,5
"HGSSA015532",9,6,4
"MSSSA000454",20,39,1
"VZSSA002965",30,7,6
"OCSSA019873",20,272,1
"DFSSA003162",12,999,9
"VZSSA003740",30,42,528
"MCSSA000224",15,92,1024
"MSSSA002863",15,51,1
"JCSSA007066",14,91,43
"DFSSA003541",10,999,3
"PLSSA008881",27,4,1
"MSSSA000454",12,1,10
"NLSSA002972",13,8,1
"DGSSA000116",8,21,4
"CSSSA001030",7,57,18
"TLSSA001376",21,134,45
"SLSSA000666",3,8,2
"SLSSA000024",30,108,2
"GTSSA001652",21,107,7
"VZSSA002393",30,48,1
"SRSSA001583",20,369,1
"ASSSA000025",11,1,10
"BCSSA000913",99,999,2
"DFSSA003722",13,48,8
"DFSSA003541",9,12,68
"VZSSA004860",21,46,1
"OCSSA018736",20,49,1
"NTSSA000474",9,2,3
"GTSSA003600",10,10,12
"VZSSA002306",28,33,1
"SPSSA001102",1,1,8
"DFSSA003162",16,112,1
"MSSSA000454",15,105,1
"DGSSA001574",10,26,2
"DFSSA002491",21,21,1
"TSSSA018514",30,78,2
"JCSSA002195",9,9,285
"VZSSA007684",30,3,27
"JCSSA007836",8,8,1
"PLSSA016806",21,80,4
"JCSSA007042",16,30,1
"BCSSA017730",2,2,8027
"CHSSA001603",8,67,35
"MSSSA001504",22,999,1
"PLSSA008572",12,29,1
"TSSSA018070",28,29,1
"MCSSA018622",15,14,2
"JCSSA000894",14,69,6
"DFSSA002923",9,9,917
"VZSSA006045",30,999,12400
"JCSSA013050",14,76,1
"NLSSA000855",19,14,21829
"TCSSA001064",27,27,24264
"TCSSA001052",15,39,4
"NLSSA000855",10,10,2
"VZSSA002306",15,70,2
"OCSSA016764",20,30,458
"NLSSA003911",22,14,2
"GRSSA005762",20,227,1
"PLSSA008434",21,110,1
"OCSSA021080",20,556,1
"SLSSA002491",12,12,3
"OCSSA000640",20,57,562
"MCSSA000871",15,89,271
"SPSSA001102",24,19,4
"QRSSA000460",22,10,1
"HGSSA004093",29,19,1
"TCSSA004301",23,1,1
"OCSSA020030",20,68,1
"MSSSA000466",12,49,1
"CLSSA002710",30,30,4
"OCSSA016764",7,9,5
"MNSSA016533",13,12,1
"DFSSA000864",15,57,15
"TSSSA002192",23,999,1
"DGSSA017872",16,53,1
"TSSSA002431",30,161,22
"OCSSA001463",7,7,1
"VZSSA004580",21,174,2
"DFSSA018166",30,50,1
"GTSSA001010",1,1,2
"CCSSA000100",4,999,7357
"GTSSA002096",21,20,1
"PLSSA016852",6,8,1
"TCSSA016756",27,10,4
"DFSSA003664",15,121,2
"TCSSA004301",17,15,2
"GTSSA004003",5,33,1
"DFSSA003961",21,179,1
"QTSSA012935",22,15,1
"VZSSA001355",30,47,5
"ZSSSA013143",20,33,1
"OCSSA002052",20,438,31
"ZSSSA013172",14,999,8
"CSSSA017521",7,45,5
"CCSSA017670",2,4,1
"CSSSA018740",7,999,34
"OCSSA000640",20,327,118
"NLSSA004046",24,37,6
"SLSSA000666",12,54,1
"VZSSA002970",30,136,28
"MCSSA002184",11,33,5
"DFSSA003722",15,59,3
"MSSSA002863",21,43,1
"TCSSA002003",27,9,8
"ASSSA000025",14,116,72
"JCSSA005584",26,999,3
"OCSSA003406",20,491,65
"ASSSA000025",13,30,1
"PLSSA015534",21,1,10
"MNSSA001862",15,63,48
"BSSSA000011",3,3,22913
"CHSSA018514",8,45,2
"BSSSA000011",25,17,1
"CLSSA001141",8,19,1
"CSSSA018776",27,17,1
"TLSSA001376",17,999,3
"TCSSA004301",30,189,1
"PLSSA005693",21,64,1514
"GTSSA017525",11,26,14
"OCSSA001463",20,124,8
"DFSSA003961",15,39,31
"MCSSA010251",9,15,8
"OCSSA003715",20,117,9
"NTSSA001495",16,53,2
"TSSSA018070",5,999,1
"MSSSA002385",12,3,1
"JCSSA006890",14,45,1323
"TLSSA017831",9,9,15
"TCSSA004301",27,27,7345
"TLSSA001376",20,469,2
"TLSSA001183",20,67,1
"PLSSA015551",30,30,4
"ASSSA000025",19,46,1
"VZSSA001150",12,999,1
"CLSSA000815",5,7,4
"TCSSA003135",24,10,2
"OCSSA020025",20,558,2
"OCSSA020030",20,213,1
"HGSSA002430",13,34,24
"TCSSA001040",7,100,3
"CSSSA004595",7,31,1
"MSSSA002740",11,15,1
"NLSSA000855",24,35,1
"PLSSA000081",9,12,1
"TCSSA001052",7,50,6
"MCSSA001636",15,83,3
"PLSSA008881",21,48,2
"JCSSA007836",14,123,4
"VZSSA006045",30,28,1
"HGSSA000511",30,11,1
"DGSSA000676",10,13,2
"GTSSA004423",16,12,1
"PLSSA000612",20,416,1
"PLSSA001370",21,106,1
"TCSSA017420",8,21,1
"TLSSA017831",29,55,2
"SLSSA000246",25,3,5640
"DFSSA002923",9,7,6
"JCSSA006890",15,16,1
"MSSSA000961",12,8,8
"NLSSA004046",19,19,54598
"YNSSA013440",18,10,1
"MCSSA006430",15,22,1
"JCSSA009364",14,97,6
"SLSSA000024",8,9,7
"GTSSA016796",11,23,175
"DFSSA003722",15,104,416
"ASSSA000030",10,999,8
"CMSSA000125",29,999,1
"PLSSA004404",21,163,1
"DFSSA003722",15,75,11
"DFSSA003961",30,12,1
"JCSSA007836",14,101,12309
"VZSSA004860",21,63,17
"BCSSA000913",1,2,4
"GTSSA017023",11,8,6
"QTSSA003451",11,17,1
"HGSSA001590",13,41,82
"SPSSA002654",29,26,1
"OCSSA000121",20,569,261
"VZSSA004744",30,103,44
"SRSSA001110",26,50,21
"DFSSA000840",30,131,1
"SRSSA001011",8,37,3
"ZSSSA013172",32,40,11
"MSSSA002863",28,28,1
"CSSSA018764",7,83,5
"OCSSA019996",23,6,1
"JCSSA002200",18,3,1
"VZSSA007882",30,32,7
"CSSSA006934",27,27,75
"MCSSA018774",15,92,4
"OCSSA005383",20,999,1095
"NTSSA001594",32,56,1
"MSSSA000454",2,4,1
"PLSSA016806",21,73,89
"DFSSA004142",12,55,3
"DFSSA000864",15,12,6
"ASSSA000025",14,10,3
"DFSSA000840",22,14,2
"DFSSA003956",14,11,4
"GTSSA017023",17,17,1
"DFSSA002660",22,999,1
"JCSSA007042",14,37,6
"PLSSA003132",21,121,3
"MNSSA004044",16,91,3
"OCSSA020025",20,166,20
"SPSSA017301",24,21,61
"MSSSA002740",9,14,5
"CSSSA001030",21,114,4
"PLSSA016893",29,999,1
"MCSSA002184",2,1,1
"CSSSA000453",7,999,3
"PLSSA016811",11,17,1
"TLSSA001183",12,1,1
"MCSSA018622",15,23,4
"HGSSA015503",9,9,9
"OCSSA003406",20,125,1
"MCSSA000236",15,120,8
